vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk
12.01,5.63,60.08,139.19,2.9,31.4,51.8,2,M20,6.19,0.6,High
6.41,100.62,25.86,543.16,56.5,42.2,21.1,7,M50,23.6,0.39,Low
0.39,74.72,65.99,1151.51,16.9,37.8,85.9,9,M40,22.52,0.4,Medium
4.07,68.04,71.03,497.39,62.8,10.8,31.6,7,M40,6.22,0.22,Low
8.15,75.33,62.24,3451.92,32.1,36.5,84.6,5,M30,21.62,0.81,High
9.52,103.87,57.23,1149.35,43.7,5.7,44.7,6,M30,6.25,1.22,Medium
3.91,70.85,80.86,543.1,65.6,9.7,47.6,4,M40,2.11,0.98,Medium
2.13,70.13,11.68,776.88,64.9,-3.5,22.9,7,M40,20.51,1.29,Low
12.53,118.89,33.13,2098.19,28.5,46.1,44.5,1,M20,19.29,1.2,High
14.77,91.05,26.1,317.75,16.5,7.5,86.6,4,M30,7.37,0.74,Low
7.91,53.63,88.98,3032.28,58.4,21.2,21.9,3,M40,2.25,0.74,High
2.62,85.18,38.1,3369.1,33.0,13.5,50.5,4,M50,5.16,0.89,Low
4.12,47.32,67.27,938.94,15.2,47.6,22.4,1,M40,19.28,0.32,Medium
0.32,28.24,63.2,1630.32,67.9,10.1,47.8,2,M40,24.12,0.87,Medium
13.72,72.03,23.03,175.26,15.7,36.7,32.9,9,M20,6.48,0.71,Low
1.81,111.45,25.31,2278.41,2.9,41.3,38.9,7,M30,20.46,0.91,Low
8.67,111.57,28.91,1507.35,2.5,16.1,85.8,6,M40,5.7,0.82,Low
4.15,41.69,39.95,1018.2,47.1,12.7,52.7,2,M20,16.99,0.54,Medium
8.33,63.79,24.92,803.25,50.0,34.9,40.5,1,M40,2.09,0.87,Low
9.79,26.18,6.67,2323.68,24.0,44.8,64.2,2,M50,14.63,0.6,Low
12.45,119.48,79.75,1515.14,24.7,35.3,30.7,7,M20,6.73,0.41,High
3.14,117.75,87.08,710.84,26.1,3.6,39.5,2,M40,23.15,0.94,Medium
0.21,78.29,34.03,2442.97,51.3,43.3,61.0,3,M40,7.24,0.54,Low
2.1,96.73,33.77,2021.25,5.3,13.3,37.8,8,M30,9.96,1.18,Low
13.51,86.1,5.6,3019.48,69.8,24.6,70.9,7,M40,21.02,0.42,Low
13.11,71.59,62.82,499.42,17.5,39.9,56.9,9,M20,10.96,0.86,High
8.98,7.35,75.16,2771.27,75.0,1.3,77.9,4,M40,5.96,0.83,Medium
9.03,55.12,17.46,2389.96,13.7,37.1,91.1,7,M30,13.69,0.42,Low
9.99,81.3,18.57,491.04,58.1,25.8,28.7,1,M40,21.0,0.68,Low
2.67,81.63,72.16,2462.39,17.5,43.6,45.1,2,M30,10.83,0.94,High
13.72,45.4,57.38,1601.26,7.0,0.3,44.0,7,M20,3.32,0.55,High
6.31,113.06,8.81,3312.95,65.7,15.2,31.3,2,M30,9.58,0.33,Low
5.78,20.92,57.92,581.48,64.5,40.0,80.8,6,M20,23.86,0.88,High
7.81,60.54,31.26,2285.63,30.9,-8.8,77.0,10,M20,1.8,0.45,Low
0.75,83.22,36.34,1398.73,53.0,-3.3,56.3,9,M20,10.21,0.95,Medium
2.54,83.96,70.43,3353.17,42.2,49.4,60.3,5,M40,16.2,1.12,Medium
11.08,78.19,73.93,1221.91,64.1,6.8,24.5,10,M40,1.96,0.34,Medium
1.29,33.76,39.03,3371.43,24.3,48.5,61.7,7,M50,8.62,0.68,Low
9.07,19.59,85.51,3165.05,39.8,1.0,79.4,1,M40,23.51,0.69,High
3.72,76.68,39.55,1019.3,36.9,11.7,63.0,8,M40,0.77,0.9,Low
5.87,72.32,70.61,2832.04,27.2,35.2,39.9,9,M20,18.79,0.57,High
4.37,22.34,46.13,3485.05,67.0,29.5,70.1,5,M40,21.03,0.66,Medium
5.37,84.91,81.29,959.05,13.3,24.9,47.1,6,M40,6.93,0.21,Medium
10.8,55.17,82.16,1585.04,12.1,21.8,60.9,8,M20,5.37,0.33,High
4.49,80.46,12.43,1868.61,43.7,40.6,56.6,4,M40,22.87,0.83,Low
8.52,100.65,84.6,1102.77,49.7,4.1,48.6,2,M30,19.1,0.44,High
7.17,21.2,75.17,151.9,15.4,16.5,73.9,10,M50,2.83,0.36,Low
9.97,3.28,72.26,848.44,29.9,-0.7,86.3,8,M40,5.3,0.56,Medium
14.06,93.71,22.08,1058.59,71.0,25.8,20.4,2,M50,15.53,0.38,Low
11.0,73.55,73.44,1608.24,19.2,5.0,90.0,5,M20,10.49,0.27,High
3.26,84.26,77.26,681.75,50.5,10.0,58.4,6,M20,12.6,0.51,High
0.52,100.74,29.58,3069.06,55.8,18.3,72.6,5,M50,23.79,0.38,Low
3.97,96.53,85.94,2496.7,34.2,-8.4,84.2,6,M20,10.51,1.08,High
8.95,115.35,9.24,389.68,70.4,-4.5,55.0,6,M30,22.04,0.27,Low
0.82,64.78,17.74,2310.31,55.5,31.2,82.6,3,M30,16.52,1.02,Low
7.47,59.13,50.69,2322.43,34.9,15.7,33.3,3,M40,3.04,0.62,Medium
8.97,48.82,53.94,3351.15,43.1,41.9,31.9,9,M20,18.61,0.94,High
5.05,19.29,59.84,110.27,52.3,31.7,69.3,3,M20,13.01,0.26,High
11.58,69.14,6.44,942.97,44.8,-9.5,85.3,3,M30,5.63,1.21,Low
1.64,33.96,86.63,3254.49,66.0,27.0,86.9,2,M30,7.24,1.04,High
1.17,110.64,8.79,3269.26,27.4,-4.4,68.3,7,M30,13.93,0.35,Low
10.94,70.4,17.16,2549.99,23.2,36.9,59.4,10,M40,15.04,0.44,Low
7.46,71.55,6.19,2703.6,16.8,49.5,44.9,10,M40,24.2,0.91,Low
10.34,43.24,53.18,411.04,3.8,21.9,93.5,4,M40,21.37,1.21,Medium
6.55,7.19,84.24,1847.18,4.2,31.0,44.0,1,M20,5.15,0.69,High
3.73,4.78,61.61,887.38,65.4,4.2,75.8,6,M40,19.35,0.73,Medium
12.3,51.38,74.93,716.14,51.2,16.3,59.9,5,M50,0.21,0.46,Medium
12.0,11.06,6.13,2855.03,49.9,41.4,65.6,2,M30,3.25,0.62,Low
10.44,73.21,51.07,559.13,46.5,0.0,49.5,6,M20,4.99,0.51,Medium
4.12,105.84,44.06,1693.42,63.8,5.9,92.4,1,M50,14.93,0.59,Low
8.87,106.07,47.41,3291.17,36.5,16.7,62.9,3,M30,4.87,0.22,Medium
5.45,79.43,11.14,731.83,65.4,32.7,90.3,4,M40,9.13,0.25,Low
1.42,26.14,63.18,3425.18,27.6,12.6,20.6,3,M20,6.07,0.95,High
13.76,103.7,47.77,3480.58,69.6,45.7,63.0,6,M40,8.44,0.95,Medium
2.1,106.45,70.04,1989.1,52.7,-4.3,73.8,4,M50,23.56,0.56,Medium
14.26,24.4,46.25,678.49,20.0,12.2,75.9,1,M30,24.93,1.17,Medium
6.72,88.75,17.7,1174.76,42.7,32.5,87.9,5,M20,17.14,0.49,Low
2.82,35.1,60.1,1543.28,40.4,3.6,20.3,5,M20,14.31,0.64,High
8.15,96.51,19.65,1151.7,11.2,29.4,20.0,9,M20,17.71,1.0,Low
13.1,119.67,79.15,1054.16,44.8,-0.1,55.4,8,M30,19.29,1.02,High
11.0,4.57,57.11,3405.58,24.3,-6.6,22.2,8,M40,18.48,1.15,Medium
12.11,107.79,18.36,621.44,4.9,-2.7,93.1,5,M20,2.05,0.23,Low
9.9,75.09,86.8,2593.31,71.2,45.8,36.7,8,M20,7.76,0.4,High
10.4,116.83,49.06,101.39,48.5,23.1,55.4,10,M30,8.59,0.9,Medium
12.75,56.34,11.2,2127.02,65.9,37.8,24.6,7,M30,9.23,0.57,Low
3.78,101.84,58.28,3214.21,51.0,10.0,59.2,1,M30,8.61,0.25,Medium
7.37,8.42,26.52,1078.98,27.4,25.6,48.5,7,M40,19.68,0.85,Low
3.36,40.9,73.31,730.79,38.9,19.7,23.3,8,M40,18.69,0.63,Medium
14.82,8.97,74.51,2315.71,51.0,46.7,45.1,3,M20,0.12,0.6,High
14.16,117.07,88.21,2522.84,72.1,34.9,49.4,9,M30,7.41,0.49,High
0.64,98.22,47.66,2439.3,19.8,33.8,94.2,8,M30,15.59,0.21,Low
10.6,102.45,43.67,1185.68,65.7,-7.2,35.6,2,M20,3.01,0.4,Medium
13.88,112.62,69.05,957.49,69.4,23.0,60.9,6,M30,1.78,0.72,High
2.75,11.13,16.26,3350.12,50.6,18.0,94.0,4,M40,20.71,0.5,Low
8.54,46.89,51.49,3239.22,69.9,45.7,79.4,3,M20,11.32,1.16,High
13.74,9.45,51.43,1654.88,30.4,5.4,94.5,6,M20,21.39,0.36,High
0.56,26.08,12.61,2977.06,71.5,6.2,92.6,10,M40,20.59,1.16,Low
10.48,28.29,40.53,1637.9,53.0,14.7,56.7,9,M40,22.33,0.65,Low
4.5,56.82,77.53,1542.92,4.1,4.6,72.2,2,M30,1.21,0.5,Medium
13.87,32.96,77.77,632.99,68.1,-2.2,28.3,10,M40,4.65,0.53,Medium
14.57,13.02,13.44,1549.78,36.9,41.4,53.1,10,M50,7.4,0.56,Low
14.17,20.93,12.71,1927.22,35.1,23.5,80.7,10,M20,3.41,0.76,Low
7.14,18.53,27.33,176.51,42.9,41.7,57.9,5,M20,12.14,0.59,Low
12.94,116.8,79.36,1609.98,12.1,39.9,72.7,6,M20,19.97,0.91,High
12.68,91.36,15.96,2756.61,35.7,6.9,75.9,4,M40,23.78,0.67,Low
4.82,116.16,66.2,2412.16,62.5,22.9,39.0,7,M30,22.24,0.94,High
12.44,53.33,13.6,2259.53,2.1,-5.0,85.7,2,M50,11.43,0.86,Low
0.6,34.13,57.97,3192.49,21.2,44.9,54.5,7,M40,15.91,0.47,Medium
8.96,96.0,35.27,161.31,1.2,14.3,35.8,2,M30,5.77,1.09,Low
3.49,39.82,72.06,1993.96,31.8,13.6,84.9,1,M20,10.08,1.08,High
1.85,36.63,24.86,2776.99,54.9,8.2,51.3,5,M30,21.78,1.29,Low
1.2,28.67,59.33,1940.54,60.1,17.6,76.3,2,M20,0.73,0.39,High
10.46,16.43,25.03,1201.24,70.9,5.1,61.1,8,M50,13.32,1.13,Low
5.13,31.52,65.66,563.25,46.0,12.5,48.6,8,M30,21.82,1.16,Medium
10.89,43.28,79.26,3117.71,19.8,38.0,80.7,1,M20,3.05,0.91,High
1.03,81.21,15.78,1700.59,69.4,40.1,63.8,4,M30,24.56,0.76,Low
4.76,8.45,78.66,3085.59,58.4,8.3,49.3,9,M20,0.31,1.25,High
8.12,26.05,55.45,2091.9,43.5,18.1,28.2,5,M30,22.15,1.27,High
11.87,97.27,15.8,2392.25,52.5,42.4,87.2,10,M20,8.84,0.91,Low
4.82,18.48,41.34,2834.49,69.4,-6.8,22.7,6,M30,3.32,0.6,Medium
9.41,41.77,18.67,2341.13,53.7,43.3,84.7,3,M30,3.93,1.1,Low
13.3,103.89,64.53,1453.39,28.3,3.2,47.0,5,M30,17.53,0.3,Medium
9.26,19.44,69.5,1846.35,53.8,30.7,68.0,1,M40,21.77,0.52,Medium
3.53,10.85,13.99,2830.35,4.0,25.0,89.2,8,M20,16.03,1.28,Low
0.41,58.66,48.02,1370.41,29.6,23.2,31.4,6,M30,23.22,1.1,Medium
13.06,36.99,74.24,1419.61,31.1,41.6,62.5,2,M30,21.06,1.23,High
0.37,68.05,84.57,425.35,13.3,-3.9,77.3,4,M30,0.23,0.85,Medium
13.13,96.65,48.65,3209.59,2.7,10.8,76.8,4,M50,16.74,0.65,Medium
7.96,17.32,85.77,409.52,10.9,22.3,59.4,9,M20,7.62,1.28,High
14.09,70.1,50.53,2303.91,49.4,38.7,66.9,9,M40,11.36,0.54,Medium
11.99,61.16,38.51,1504.86,60.4,3.0,76.8,5,M30,2.35,1.03,Medium
14.97,18.15,77.1,1479.11,74.1,38.2,83.1,3,M30,7.05,0.81,High
5.29,75.26,46.9,2410.48,26.6,14.0,77.1,1,M40,15.82,0.45,Medium
11.52,33.56,45.11,328.12,45.4,1.3,46.6,6,M20,5.46,0.22,Medium
6.06,59.05,46.68,2118.6,70.3,35.5,94.8,8,M40,16.19,0.62,Medium
7.22,10.79,76.98,2724.91,13.4,-4.5,52.6,1,M20,23.08,0.8,High
9.43,55.69,75.72,2915.92,54.1,20.9,21.8,1,M30,0.12,0.4,High
13.11,37.47,39.3,679.8,56.9,-6.2,47.2,7,M40,19.64,0.66,Low
14.76,98.86,33.33,3151.22,7.6,11.4,29.6,7,M20,16.03,0.88,Medium
11.54,7.78,46.81,2330.9,64.7,26.1,29.1,2,M40,1.17,0.99,Medium
6.3,50.81,53.69,3098.31,61.2,23.4,41.1,3,M20,19.75,0.26,High
6.35,55.55,25.26,1749.95,3.5,14.3,24.0,2,M40,5.61,0.93,Low
11.08,87.28,72.49,1942.91,7.7,15.7,71.6,6,M30,6.65,0.26,Medium
3.62,69.34,46.35,3224.73,4.6,3.6,25.5,8,M40,2.34,0.23,Low
1.7,80.4,33.39,3159.69,25.8,17.4,35.2,8,M50,13.36,0.37,Low
5.35,93.47,14.08,1623.75,38.7,47.2,27.0,1,M30,12.46,0.92,Low
4.34,103.6,25.3,1033.0,40.4,41.0,24.7,9,M20,8.68,0.26,Low
4.48,38.35,85.69,1436.78,20.8,-1.3,40.1,8,M40,4.22,0.22,Medium
3.54,65.02,30.93,1418.4,68.5,-8.2,62.9,9,M20,20.95,0.33,Medium
0.68,100.97,19.35,1075.35,28.3,46.0,92.4,9,M30,21.91,1.24,Low
0.32,118.74,44.16,1013.17,4.4,21.6,85.7,6,M50,13.51,1.2,Low
14.82,106.85,31.1,3027.61,23.2,22.3,85.7,3,M40,6.11,0.3,Low
6.45,45.2,7.99,337.53,40.3,36.8,33.2,1,M20,2.4,0.53,Low
5.8,24.22,32.47,2403.88,31.2,8.9,39.9,8,M20,21.71,1.24,Medium
10.21,59.24,51.25,687.59,21.3,18.9,25.7,10,M20,2.4,0.31,Medium
3.31,89.26,51.9,1271.32,10.7,48.1,78.4,3,M30,0.33,0.3,Low
14.25,59.62,35.31,309.25,61.6,30.3,25.2,7,M20,11.73,0.29,Medium
11.81,58.5,43.02,1017.91,74.7,-0.8,61.8,10,M40,18.28,1.27,Medium
1.39,100.75,87.07,2712.63,25.4,-2.0,38.6,6,M30,11.44,1.02,High
6.29,44.01,37.07,3109.05,29.2,2.3,38.3,3,M50,1.29,0.44,Low
13.19,103.32,26.95,853.19,46.7,36.0,94.3,6,M40,17.25,0.25,Low
14.17,49.41,25.69,1676.06,54.2,7.7,76.8,3,M50,16.06,1.26,Low
7.04,40.06,43.91,1699.1,30.0,-8.7,82.8,9,M20,17.04,0.67,Medium
9.22,55.02,69.56,3070.16,68.0,46.7,62.9,1,M30,5.28,0.86,High
2.55,91.73,22.51,2693.52,42.4,0.2,85.3,8,M30,19.89,0.51,Low
14.87,15.99,65.29,1844.46,34.3,-9.4,68.4,5,M20,11.98,1.03,High
3.51,24.37,6.8,2380.54,48.9,4.2,91.0,4,M30,13.41,0.42,Low
14.14,114.22,40.61,2981.01,71.5,4.1,41.1,1,M40,13.65,1.07,Medium
9.76,21.88,70.95,132.43,59.8,15.3,64.6,9,M20,7.17,0.45,High
9.14,68.56,33.79,1469.83,4.0,45.2,71.8,9,M20,6.25,0.31,Medium
7.71,69.94,52.92,3184.63,25.6,42.8,49.5,5,M20,0.12,0.73,High
3.5,59.27,22.42,2617.06,35.8,17.4,86.0,9,M40,9.92,1.09,Low
2.69,77.72,68.07,1945.66,24.3,14.7,93.5,10,M50,12.13,0.62,Low
3.35,28.35,9.44,1900.79,52.8,23.3,57.0,9,M20,18.57,0.23,Low
2.84,66.77,77.47,1282.42,62.1,4.6,49.3,7,M30,1.67,0.81,Medium
11.7,45.29,21.85,1869.77,55.1,-6.9,55.4,8,M50,23.1,0.95,Low
5.28,79.74,79.32,2328.3,74.2,46.4,84.0,1,M30,6.6,1.01,High
0.91,17.81,34.96,1522.43,21.2,1.2,68.4,4,M40,9.17,0.64,Low
14.54,68.93,66.43,2528.12,65.7,1.9,23.4,10,M20,1.21,0.31,High
13.26,23.05,32.13,3028.19,57.7,18.3,60.7,10,M30,16.33,0.84,Medium
13.92,34.16,82.0,625.93,27.8,19.5,21.3,4,M30,17.72,0.56,High
14.92,27.03,15.76,1635.26,55.3,-8.9,78.4,9,M40,23.22,1.24,Low
2.65,22.76,20.17,1487.27,8.7,-1.1,44.6,3,M20,8.42,0.75,Low
5.97,99.26,46.91,2437.38,59.4,12.7,55.4,10,M20,6.43,0.72,Medium
11.39,35.0,11.96,949.55,40.4,31.0,79.9,10,M30,18.15,0.54,Low
10.46,111.33,21.66,2276.85,22.6,3.7,23.5,1,M30,17.67,0.57,Low
2.35,116.42,85.22,3083.46,49.5,15.4,31.9,5,M40,23.43,0.76,High
12.25,68.98,88.0,1521.65,48.5,23.4,49.8,7,M40,5.13,0.54,Medium
3.41,18.02,36.98,3197.45,16.5,43.3,37.2,4,M20,17.63,1.18,Medium
3.4,45.57,83.48,3476.76,3.2,9.6,45.3,9,M40,1.67,0.68,Medium
8.08,95.93,51.31,460.71,33.1,-2.0,94.9,6,M20,12.01,0.52,Medium
8.91,44.72,27.93,892.38,43.1,19.4,81.9,6,M30,2.98,0.37,Low
8.72,11.36,64.7,3331.29,65.9,34.8,86.3,3,M40,16.33,0.94,High
1.42,67.26,61.01,3358.31,69.7,-3.4,90.3,10,M20,15.04,0.23,High
13.17,101.57,89.08,432.2,40.1,15.5,45.6,10,M20,1.22,0.69,High
4.02,95.72,27.53,150.99,56.8,-8.9,42.3,5,M30,7.99,0.81,Low
1.99,21.84,62.13,647.74,33.5,-8.0,37.6,10,M40,9.88,0.57,Low
13.34,81.06,9.42,3486.44,56.2,19.0,82.3,6,M30,6.2,1.02,Low
14.34,27.24,14.66,712.0,16.2,7.9,71.0,4,M30,0.97,0.94,Low
12.94,26.97,5.33,1808.66,28.5,40.7,37.7,3,M40,7.97,1.27,Low
12.15,105.01,89.95,2984.62,47.9,26.1,48.3,5,M40,19.82,0.76,High
9.85,30.71,73.19,169.37,2.3,17.2,58.0,7,M40,9.0,0.79,Medium
8.29,32.33,71.87,2155.26,54.5,14.5,59.6,6,M30,8.08,0.47,High
1.35,1.08,48.33,1041.89,62.8,19.8,86.7,2,M20,23.54,0.62,High
6.16,104.61,30.51,3031.94,30.5,-7.6,48.5,1,M20,1.04,0.23,Medium
5.62,95.32,17.86,1063.77,34.1,43.6,88.1,5,M40,19.18,0.96,Low
3.93,75.65,29.2,2434.97,64.0,49.9,53.1,5,M40,12.08,0.54,Low
10.87,90.28,36.96,2392.35,58.4,0.9,76.0,6,M50,23.61,0.79,Medium
7.46,19.09,69.29,853.08,22.3,-2.8,89.8,3,M20,9.84,0.48,High
1.26,55.54,50.87,218.32,25.0,-1.4,88.1,1,M20,17.7,0.88,High
3.34,42.8,11.59,1491.45,51.2,29.7,24.3,4,M20,1.75,0.69,Low
10.26,12.16,6.53,1083.26,42.7,29.7,35.4,4,M20,23.22,0.73,Low
1.19,58.85,13.7,2850.52,13.0,40.9,55.8,10,M30,8.61,1.24,Low
12.78,110.57,39.89,2821.24,23.9,35.1,52.4,2,M50,13.1,0.98,Medium
7.45,5.77,84.32,1653.88,67.6,17.0,68.1,8,M30,3.46,0.49,High
7.23,35.68,59.18,2162.14,51.9,26.8,90.9,6,M30,23.64,0.75,Medium
8.91,25.7,73.16,2154.48,74.0,31.3,28.4,3,M40,16.82,0.71,Medium
12.38,29.34,44.64,2912.34,57.8,20.8,53.9,1,M20,1.35,1.07,High
5.25,109.1,35.74,1545.01,70.7,18.5,34.4,3,M40,3.88,1.12,Low
10.19,56.7,14.21,1036.52,17.0,28.7,87.1,8,M30,10.0,0.51,Low
8.51,56.49,79.45,1001.12,58.1,23.4,92.3,4,M20,5.42,1.1,High
4.04,91.51,71.57,1923.05,2.5,28.6,55.9,3,M30,7.62,0.4,Medium
13.19,19.38,19.29,1627.1,50.6,26.8,27.8,4,M30,24.94,1.04,Medium
11.97,58.98,48.54,1596.41,35.7,33.2,78.9,4,M20,16.47,0.47,High
9.89,52.17,46.43,409.87,26.7,28.6,72.3,2,M20,23.06,0.53,High
12.77,72.03,58.13,2543.25,64.8,21.2,46.6,4,M30,10.89,1.14,High
13.02,119.95,85.43,826.7,64.2,30.9,86.6,9,M20,17.76,0.66,High
10.64,92.56,54.28,769.64,2.7,17.0,93.2,4,M20,11.49,1.29,High
12.56,48.35,50.92,1503.38,46.1,4.5,61.8,1,M30,8.21,0.37,Medium
10.48,99.48,9.28,874.45,28.2,-9.9,62.4,1,M30,12.98,0.71,Low
10.22,21.31,10.35,2085.12,31.8,23.6,42.3,1,M40,10.68,1.01,Low
9.3,4.63,20.92,1362.98,62.6,25.4,63.8,5,M50,24.51,0.21,Low
11.3,25.33,7.76,1626.3,23.9,48.3,53.0,6,M40,12.4,0.37,Low
2.42,41.51,68.18,1926.38,70.8,11.7,42.7,6,M30,20.28,0.22,Medium
13.22,61.76,66.48,792.02,14.3,13.6,25.0,6,M40,16.67,1.29,Medium
13.08,74.2,16.56,629.56,50.0,2.1,39.0,9,M30,11.99,1.04,Low
0.49,109.36,76.07,3093.43,50.7,-5.8,34.8,1,M20,11.85,0.61,High
12.4,61.67,18.16,1574.66,19.7,36.4,60.7,10,M30,8.55,0.37,Low
1.98,60.65,30.6,1501.12,25.0,5.0,65.1,6,M40,2.67,0.3,Low
5.06,6.98,26.16,221.08,62.8,26.5,65.6,8,M40,19.04,0.79,Low
11.17,5.15,36.65,1793.12,57.4,31.3,49.1,8,M50,22.95,1.27,Low
2.45,66.59,26.65,1984.18,25.4,18.3,51.6,3,M30,5.45,0.94,Low
12.28,53.14,46.56,2000.06,40.5,42.6,82.6,5,M40,23.14,0.6,Medium
12.49,100.86,39.63,2503.91,5.6,16.6,55.7,10,M20,5.81,0.75,Medium
7.64,20.12,88.86,703.44,16.4,7.1,94.1,4,M30,13.25,1.3,High
0.15,3.97,9.75,957.56,37.0,43.8,53.0,1,M50,8.59,0.77,Low
4.34,54.44,17.09,2856.48,7.4,41.7,68.7,9,M20,2.86,1.26,Low
9.27,29.26,9.49,3320.38,63.4,-0.2,23.8,5,M20,1.32,0.22,Low
14.72,6.9,58.2,562.17,54.1,-8.4,69.0,2,M30,9.13,0.99,High
9.5,87.23,9.63,1792.01,70.8,-4.6,83.9,2,M40,1.18,0.89,Low
3.93,14.28,76.1,828.2,52.3,7.2,90.7,7,M20,2.61,0.95,High
9.53,73.39,48.51,304.25,70.6,48.3,94.8,4,M30,3.56,0.83,Medium
8.12,34.44,49.8,1206.71,42.0,23.5,41.2,1,M20,0.05,0.25,Medium
11.71,21.65,52.74,588.54,45.4,12.4,63.2,5,M30,3.83,0.36,Medium
1.65,46.19,19.52,2513.77,73.3,43.3,53.8,2,M50,14.43,1.21,Low
11.43,96.37,21.8,1914.67,48.5,17.2,62.3,7,M20,20.49,0.46,Medium
8.14,47.66,32.1,589.04,3.3,8.9,31.8,9,M20,4.84,1.29,Medium
14.45,90.34,55.45,131.42,54.6,46.5,84.2,1,M30,2.02,0.95,Medium
5.16,15.93,22.86,2847.73,68.0,41.0,88.2,2,M30,18.24,0.69,Low
9.51,92.96,14.89,699.06,59.9,40.6,53.7,6,M20,0.2,1.21,Low
13.98,29.2,87.46,2161.14,44.2,20.7,41.0,8,M30,18.35,1.07,High
1.58,81.61,6.87,1245.53,50.7,37.4,30.6,7,M50,3.28,0.67,Low
14.06,68.33,73.23,2090.65,74.3,0.8,71.3,9,M30,5.71,0.28,High
10.33,111.57,71.98,1173.22,7.7,24.4,43.4,2,M30,3.0,1.16,High
1.06,47.09,30.26,395.59,50.4,49.0,88.2,9,M30,6.18,1.04,Low
4.55,8.87,16.53,858.03,22.0,7.5,70.3,4,M30,19.95,1.07,Low
10.64,3.28,17.38,739.4,48.4,37.7,68.4,3,M20,3.31,1.02,Low
1.06,99.4,64.28,1555.27,46.0,19.4,62.0,7,M30,24.85,0.5,Medium
8.75,63.44,59.64,2338.16,12.4,-7.6,23.4,5,M50,8.18,1.14,Medium
5.22,93.25,71.53,996.94,16.3,35.8,89.9,5,M20,23.05,0.2,High
9.33,28.9,84.69,141.04,47.0,0.1,67.1,2,M30,4.75,0.46,High
0.73,42.06,63.81,1864.39,10.5,27.9,94.6,6,M20,4.7,0.25,High
13.08,4.58,18.25,2159.58,20.6,-4.9,60.3,6,M30,14.13,0.32,Low
14.6,115.42,25.69,3373.76,62.8,46.8,73.3,4,M30,1.27,0.79,Medium
14.53,80.48,76.59,2104.2,25.2,7.5,24.2,5,M30,20.03,0.24,High
11.26,112.05,22.79,1701.99,37.1,3.6,67.4,7,M30,10.99,0.4,Low
1.99,32.59,11.16,2049.57,70.6,-2.3,77.3,8,M20,17.48,0.46,Low
11.39,73.76,64.78,3254.86,17.8,46.8,78.4,6,M40,4.37,0.92,Medium
0.42,81.74,39.21,2916.49,29.8,32.7,77.8,5,M30,16.06,0.72,Low
0.38,38.79,83.2,1198.13,45.9,34.5,37.0,3,M20,14.85,0.7,High
4.89,101.92,60.27,906.66,56.9,20.0,93.2,7,M50,18.89,1.05,Medium
7.36,113.71,12.69,992.95,67.7,18.5,94.6,8,M20,7.44,0.7,Low
11.57,106.3,85.57,1815.03,68.7,-3.4,25.7,3,M40,23.33,0.58,High
10.27,88.95,26.98,2629.77,58.5,23.6,90.2,5,M30,24.03,1.26,Medium
6.72,34.02,33.66,1810.95,17.9,4.8,41.7,2,M30,21.7,0.21,Low
4.14,34.51,39.19,330.51,2.8,48.6,71.7,10,M20,14.3,0.54,Medium
14.96,115.64,9.35,2560.17,29.4,37.8,45.4,10,M30,10.51,0.87,Low
6.42,2.22,47.2,2840.3,11.5,14.8,92.6,4,M20,1.45,1.06,Medium
6.8,86.21,15.48,1084.29,53.6,-0.9,27.6,4,M40,23.68,1.1,Low
2.5,85.04,39.08,2358.03,49.9,37.1,57.3,8,M40,23.79,0.25,Low
11.93,75.1,34.81,1550.41,4.3,-2.7,52.1,3,M40,0.47,0.98,Low
10.42,118.82,70.69,3123.01,62.9,1.4,44.5,5,M40,8.92,0.99,Medium
3.35,38.11,73.27,2973.77,19.4,2.7,68.4,5,M50,22.0,0.44,Medium
1.28,41.46,18.04,1886.47,33.0,23.4,29.8,2,M30,2.02,0.32,Low
10.22,10.39,36.16,2451.12,50.4,37.2,73.7,9,M40,4.91,1.02,Low
9.83,53.69,36.74,3103.39,32.8,8.9,93.5,4,M20,24.47,0.47,High
4.14,32.06,17.87,1785.44,33.7,-4.9,80.3,9,M40,21.18,0.2,Low
14.27,41.86,72.87,1165.05,5.9,17.9,84.5,9,M40,22.8,0.45,Medium
2.31,100.31,65.11,2662.46,30.7,34.9,47.0,2,M20,3.55,0.23,High
6.51,112.32,21.18,848.23,57.6,3.3,44.4,9,M30,5.28,0.47,Low
14.16,23.1,36.17,1421.01,68.7,3.2,58.8,9,M50,15.14,0.57,Low
6.32,45.33,13.99,3043.47,31.6,46.8,23.4,2,M20,12.54,0.5,Low
9.6,111.51,58.4,2563.04,32.3,47.2,90.9,6,M30,7.46,1.21,Medium
5.99,8.36,15.32,1472.96,53.0,49.4,30.8,9,M30,22.1,0.46,Low
4.15,11.99,88.8,830.13,70.8,38.5,87.7,4,M30,22.53,0.71,High
14.76,20.37,71.36,1310.29,20.8,1.3,26.3,2,M20,7.29,1.25,High
6.17,71.83,38.17,1065.95,33.6,2.7,81.7,7,M20,3.89,1.17,Medium
13.42,18.91,54.18,698.7,59.9,10.4,31.4,9,M20,3.73,0.54,High
3.49,116.2,82.46,2627.33,46.1,9.1,22.9,6,M40,12.11,0.56,Medium
